timestamp,text
4200.96,some rooms some rooms don't and that's
4203.239,okay but this room does that's good glad
4205.76,I said it
4207.48,actually and I will shut down the
4209.76,Federal Department of Education and we
4211.92,will move everything back to the states
4214.64,where it belongs and where they can
4217.32,individualize education and do it with
4220.64,the love for their children
4238.8,thank
4239.56,you think of it we spend more money per
4242.96,pupil than any country in the
4246.88,world vote oh vote go ahead vote vote
4250.88,vote
4258.159,thank you we spend more money per pupil
4261.36,think of it you know the expression and
4264.32,I said it to a large African-American
4267.199,group of people four years ago what the
4270.64,hell do you have to
4271.92,lose you're the worst in income you're
4274.6,the worst in crime your cities and your
4278.159,areas are being decimated you can't you
4281.8,can't get a home you can't get mortgage
4284.88,you can't they last on I said and the
4288.0,Democrats have for hundred years run
4290.08,these cities 100 years I said to
4293.44,them what the hell do you have to lose
4296.28,and you know what they agreed with me
4297.76,and I did very well and now we're at the
4299.28,highest level than any Republican has
4301.4,been with African-Americans and with
4304.52,Hispanic
4313.04,Americans now I'm going over this list
4315.48,every single thing was
4317.36,bad I said what do you have to
4320.28,lose but I say the same thing about the
4322.76,education so we're last per pupil we're
4327.04,last we're at the bottom of the list in
4328.84,terms of the capabilities 40 different
4333.239,countries we're at the bottom of almost
4335.0,every list but we're the top of the list
4337.92,in cost spent per pupil we spend more
4340.96,money per pupil than any other country
4343.639,in the world by far
4346.56,and yet we're last on the list in terms
4349.12,of so what the hell do we have to lose
4352.199,but I also know like places like go back
4355.44,to two I just mentioned but look at Iowa
4358.4,look at Idaho look at some of the you'll
4360.52,have some of the best school systems in
4362.44,the world and you know what we'll do
4364.28,we'll give them about half the money
4366.08,that we send them now and for half the
4368.48,money they'll have a lot of money left
4369.92,over we'll cut we'll cut our budget in
4372.639,half and and not everybody's going going
4375.4,to be great I mean Gavin nusum will not
4378.04,do a good job with
4379.76,education so I you know I don't expect
4382.159,that out out of him but I and I don't
4384.88,expect it out of certain other PE I
4386.4,don't want to mention too many people
4387.76,but I don't I mean he won't he'll do a
4389.639,horrible job probably be it won't be any
4391.8,worse than it is now can't get any worse
4394.159,but many of the states I would say 40 of
4396.639,the I went over them 40 of the 50 states
4399.28,will do much better and I'll bet you 30
4402.159,of the states will be phenomenal it'll
4403.719,be like beautiful it'll be like Norway
4405.56,you know Norway has a great education
4407.44,system in New York they said yes we're
4410.08,studying the Norwegian plan oh really
4412.36,you're studying the Norwegian plan well
4414.92,you better bring a lot of cops along
4416.4,because you have a lot of problems right
4418.44,we're studying the plan of Norway and
4422.32,Denmark and actually China is very high
4424.96,on the list I mean China is number three
4426.96,or four on the list think of it can you
4428.48,imagine that China is number three or
4431.04,four on the list no no we're going to
4433.199,give it back to the States and most of
4434.76,those states are going to do a
4435.8,phenomenal job and we'll spend less than
4437.96,half the money on education we'll have
4440.199,about two people in Washington the two
4442.96,people will make sure that we have to
4444.76,guarantee that they're teaching a little
4446.12,English right that English is out there
4448.88,but basically there won't be a lot of
4450.44,coordination because other than again
4452.6,Common Sense we're going to take we're
4454.719,going to save a fortune and many of our
4456.96,states will produce unbelievable
4459.6,students that will be able to rival
4461.84,Norway and Denmark and all of these
4465.12,places that are some won't and that's
4467.6,okay it's a lot better than it will be
4469.6,now I will also take historic action to
4471.92,defeat the poison of leftwing gender
4474.639,ideology and restore the Timeless truth
4477.04,that God created two genders male and
4491.88,female and I will immediately on my
4495.32,first
4497.679,day sign an executive order to keep men
4501.8,out of women sports that will take
4504.84,that'll take about 10
4507.0,minutes and I will fully uphold the
4509.48,Second Amendment because your guns are
4512.199,under siege and I protected them for
4515.12,four years you were
4517.08,protected we will protect innocent life
4519.84,and we will restore Free Speech right
4521.96,from the beginning and I will secure our
4523.92,elections
4525.8,I will secure our elections and as I
4528.04,said our goal will be one day voting
4530.88,with paper ballots proof of citizenship
4533.88,and a thing called voter ID you know
4537.199,when you when you negotiate with the
4540.44,Democrats you start off you start off
4542.679,you say look the one thing we have to
4543.88,have voter ID no deal now I say wait a
4546.96,minute wait let's get this we want voter
4549.76,idea in other words a little
4551.28,identification right nope we don't want
4553.8,to have that why don't they want because
4556.12,they want to cheat that's why they will
4559.239,you know when you go into the Democrat I
4561.96,always say Democrat you know they'd
4563.32,rather have it the Democratic National
4565.12,it's much nicer sound why don't they
4566.719,change the name it's probably better
4568.239,they hate it when you say the Democrat
4569.84,National Convention right it's much more
4572.04,beautiful actually even when I make a
4573.44,speech if I want to make a nice elegant
4575.32,speech let's say I came in here with a
4577.56,different attitude
4579.44,today and I wanted to make I wanted to
4581.6,really I said the Democratic National
4583.48,Convent now I say the Dem Democrat
4585.36,National Convention it doesn't sound it
4587.12,sounds flat right but I call them that
4589.4,because they don't want to be called
4592.6,that they don't want to be called that
4595.56,but when you go into their convention
4599.679,you've got cards that are like do you
4601.76,ever see some prisoners where they go
4603.4,like this well how about my C did you
4606.32,see that picture of me did you see that
4608.44,do you believe that one my parents said
4610.04,what the hell happened to my
4611.92,boy that was not in the cards they
4614.32,didn't teach me that at the Wharton
4615.76,School of
4617.28,Finance no they're bad these are bad
4619.639,people but they have all sorts of
4621.52,information they have everything they
4623.36,have everything down so it's okay for
4625.719,them when they have their convention to
4627.12,have a big card on your chest hanging
4628.92,down off your chest but it's no good for
4631.719,voting they don't want it for voting
4633.199,because they want to cheat we're not
4634.84,going to let them get away with it
4636.0,anymore and there is one thing I will
4638.239,say too big to rig you make it too big
4640.48,to rig we don't have to worry about it
4642.12,there's a level at which they can't
4645.56,if you took the 10 worst Presidents in
4647.679,the history of the United States and
4649.56,added them up they would not have done
4651.48,near the destruction to our country as
4654.44,crooked Joe Biden and the Biden
4656.12,Administration have done he's crooked
4658.4,he's a total Thief so if you want to
4661.36,save America get your friends get your
4663.639,family and get everyone out to vote you
4665.52,got to go
4667.32,vote I'll say it again and again vote
4670.639,Christians
4678.32,you gotta vote and do it early if you
4681.199,want you know do it early do it just do
4683.36,it you got to vote and watch your vote
4685.199,guard your vote and follow your vote
4687.159,follow your vote Michael watley's doing
4689.8,a great job he's here Michael thank you
4691.639,very much Michael thank you and if you
4695.56,want to volunteer to help us defend
4697.679,election Integrity sign up at protectthe
4700.88,vo.com I tell my people I don't need any
4704.04,votes we got all the votes we need I
4705.679,don't need votes all I want to do is
4707.12,make sure that we guard our vote it's
4709.0,guard uh we stop the steal okay you know
4711.719,there's a lot of Expressions I want the
4713.88,vote guarded I want the steel stopped
4716.239,because we don't need the votes we have
4717.6,the votes we have more votes than we
4718.96,need what we need I tell these guys I
4720.96,tell even RNC I tell Michael I tell Lara
4724.08,I don't care we have all the votes what
4726.44,I don't want is those votes to disappear
4728.44,they disappear and new votes appear
4731.8,brilliantly appear that's what we have
4734.04,to do if we do that we have it made if
4736.719,we don't do that we're fools okay we're
4739.48,fools in conclusion America has always
4742.8,been a nation one built and sustained by
4745.84,Americans of Faith so true it was faith
4749.199,that led the pilgrims to cross an ocean
4751.8,and settle this Majestic continent it
4754.76,was belief in our creator that led the
4757.4,patriots to defend their Liberties in
4759.84,the war for independence it was belief
4763.12,in America's god-given Des destiny that
4765.32,pushed the Pioneers to Journey West it
4767.8,was trust in God that led the
4770.12,generations of American Believers to end
4772.52,slavery defeat fascism and communism and
4776.159,expand civil rights and make this into
4778.239,the greatest and most exceptional nation
4781.12,in the history of the
4785.6,world but now we are a nation in serious
4790.159,decline we are a failing Nation we are a
4793.52,nation that has lost its confidence
4795.639,willpower and strength we are a nation
4798.8,that has lost quite simply its way but
4802.36,we are not going to allow this horror to
4804.8,continue less than four years ago we
4807.52,were a great nation and we will soon be
4810.199,a great nation
4816.32,again with the right leadership every
4818.92,disaster crooked Joe Biden has created
4821.4,can be fixed and it could be fixed very
4824.0,quickly every problem can be solved and
4826.84,every wrong can be rectified by this
4829.679,time next year America's borders will be
4831.96,strong sealed and secure we will let
4834.36,people come into our country but they
4836.4,will be let in legally they will come in
4838.96,through a legal
4841.239,process inflation will be in full
4843.8,Retreat our economy will be roaring back
4847.04,optimism will be surging the American
4849.8,dream will be thriving again for
4852.4,citizens of every race religion color
4854.96,and Creed Law And Justice will reign all
4858.32,throughout our land Freedom will be
4860.6,restored the flame of Liberty will be
4863.199,burning bright again Joe Biden the worst
4867.4,president in the history of our country
4869.679,will be a fading memory of the past and
4873.0,our great silent majority including the
4875.52,once forgotten men and women of our
4877.56,country will be the one shaping
4879.719,America's magnificent future when I am
4882.199,the 47th president of the United States
4894.76,because we are all Americans and
4897.44,together we will show November 5th to be
4899.84,the most important day in the history of
4902.199,America We Are One movement one people
4905.36,one family and one glorious nation under
4909.08,God and together we will make America
4913.12,powerful again we will make America
4917.159,wealthy again we will make America
4921.08,strong again we will make America proud
4925.52,again we will make America safe again we
4930.84,will make America free again and we will
4936.679,make America great again thank you thank
4941.199,you very much faith and freedom Ralph
4943.76,thank you God bless bless you all God
4946.159,bless you
4948.45,
