id,timestamp,duration,context,current_text
qqG96G8YdcE_2653160,2653.16,4.72,statues the idea that those people are patriots come on when I asked him the first two debates we had the debates we had first time around I said will you denounce the proud boy he said no I'll,first two debates we had the debates we
qqG96G8YdcE_2655240,2655.24,4.96,patriots come on when I asked him the first two debates we had the debates we had first time around I said will you denounce the proud boy he said no I'll tell them to stand by the idea he's,had first time around I said will you
qqG96G8YdcE_2657880,2657.88,4.88,first two debates we had the debates we had first time around I said will you denounce the proud boy he said no I'll tell them to stand by the idea he's refusing to will you denounce these guys,denounce the proud boy he said no I'll
qqG96G8YdcE_2660200,2660.2,5.68,had first time around I said will you denounce the proud boy he said no I'll tell them to stand by the idea he's refusing to will you denounce these guys you denounce the people we're talking,tell them to stand by the idea he's
qqG96G8YdcE_2662760,2662.76,4.359,denounce the proud boy he said no I'll tell them to stand by the idea he's refusing to will you denounce these guys you denounce the people we're talking talking about now you denounce the,refusing to will you denounce these guys
qqG96G8YdcE_2665880,2665.88,3.0,tell them to stand by the idea he's refusing to will you denounce these guys you denounce the people we're talking talking about now you denounce the people who attack that Capital what are,you denounce the people we're talking
qqG96G8YdcE_2667119,2667.119,4.281,refusing to will you denounce these guys you denounce the people we're talking talking about now you denounce the people who attack that Capital what are you going to,talking about now you denounce the
qqG96G8YdcE_2668880,2668.88,3.88,you denounce the people we're talking talking about now you denounce the people who attack that Capital what are you going to do I'm going to uh give you a a minute,people who attack that Capital what are
qqG96G8YdcE_2671400,2671.4,4.679,talking about now you denounce the people who attack that Capital what are you going to do I'm going to uh give you a a minute president Trump for a follow-up question,you going to
qqG96G8YdcE_2672760,2672.76,5.2,people who attack that Capital what are you going to do I'm going to uh give you a a minute president Trump for a follow-up question I have um after a jury convicted you of,do I'm going to uh give you a a minute
qqG96G8YdcE_2676079,2676.079,5.24,you going to do I'm going to uh give you a a minute president Trump for a follow-up question I have um after a jury convicted you of 34 felonies last month you said if,president Trump for a follow-up question
qqG96G8YdcE_2677960,2677.96,5.399,do I'm going to uh give you a a minute president Trump for a follow-up question I have um after a jury convicted you of 34 felonies last month you said if reelected you would quote have every,I have um after a jury convicted you of
qqG96G8YdcE_2681319,2681.319,4.161,president Trump for a follow-up question I have um after a jury convicted you of 34 felonies last month you said if reelected you would quote have every right to go after unquote your political,34 felonies last month you said if
qqG96G8YdcE_2683359,2683.359,4.321,I have um after a jury convicted you of 34 felonies last month you said if reelected you would quote have every right to go after unquote your political opponents you just talked about members,reelected you would quote have every
qqG96G8YdcE_2685480,2685.48,4.2,34 felonies last month you said if reelected you would quote have every right to go after unquote your political opponents you just talked about members of the select committee on January 6,right to go after unquote your political
qqG96G8YdcE_2687680,2687.68,3.76,reelected you would quote have every right to go after unquote your political opponents you just talked about members of the select committee on January 6 going to jail your main political,opponents you just talked about members
qqG96G8YdcE_2689680,2689.68,3.679,right to go after unquote your political opponents you just talked about members of the select committee on January 6 going to jail your main political opponent is standing on stage with you,of the select committee on January 6
qqG96G8YdcE_2691440,2691.44,3.6,opponents you just talked about members of the select committee on January 6 going to jail your main political opponent is standing on stage with you tonight can you clarify exactly what it,going to jail your main political
qqG96G8YdcE_2693359,2693.359,3.72,of the select committee on January 6 going to jail your main political opponent is standing on stage with you tonight can you clarify exactly what it means about you feeling you have every,opponent is standing on stage with you
qqG96G8YdcE_2695040,2695.04,3.64,going to jail your main political opponent is standing on stage with you tonight can you clarify exactly what it means about you feeling you have every right to go after your political,tonight can you clarify exactly what it
qqG96G8YdcE_2697079,2697.079,2.841,opponent is standing on stage with you tonight can you clarify exactly what it means about you feeling you have every right to go after your political opponents well I said my retribution is,means about you feeling you have every
qqG96G8YdcE_2698680,2698.68,3.919,tonight can you clarify exactly what it means about you feeling you have every right to go after your political opponents well I said my retribution is going to be success we're going to make,right to go after your political
qqG96G8YdcE_2699920,2699.92,4.24,means about you feeling you have every right to go after your political opponents well I said my retribution is going to be success we're going to make this country successful again because,opponents well I said my retribution is
qqG96G8YdcE_2702599,2702.599,3.24,right to go after your political opponents well I said my retribution is going to be success we're going to make this country successful again because right now it's a failing Nation my,going to be success we're going to make
qqG96G8YdcE_2704160,2704.16,3.6,opponents well I said my retribution is going to be success we're going to make this country successful again because right now it's a failing Nation my retribution is going to be success but,this country successful again because
qqG96G8YdcE_2705839,2705.839,4.24,going to be success we're going to make this country successful again because right now it's a failing Nation my retribution is going to be success but when he talks about a convicted felon,right now it's a failing Nation my
qqG96G8YdcE_2707760,2707.76,4.04,this country successful again because right now it's a failing Nation my retribution is going to be success but when he talks about a convicted felon his son is a convicted Fon at a very,retribution is going to be success but
qqG96G8YdcE_2710079,2710.079,4.24,right now it's a failing Nation my retribution is going to be success but when he talks about a convicted felon his son is a convicted Fon at a very high level his son is convicted going to,when he talks about a convicted felon
qqG96G8YdcE_2711800,2711.8,4.319,retribution is going to be success but when he talks about a convicted felon his son is a convicted Fon at a very high level his son is convicted going to be convicted probably numerous other,his son is a convicted Fon at a very
qqG96G8YdcE_2714319,2714.319,3.641,when he talks about a convicted felon his son is a convicted Fon at a very high level his son is convicted going to be convicted probably numerous other times should have been convicted before,high level his son is convicted going to
qqG96G8YdcE_2716119,2716.119,3.801,his son is a convicted Fon at a very high level his son is convicted going to be convicted probably numerous other times should have been convicted before but his Justice apartment let the,be convicted probably numerous other
qqG96G8YdcE_2717960,2717.96,4.2,high level his son is convicted going to be convicted probably numerous other times should have been convicted before but his Justice apartment let the statute of limitations lapse on the most,times should have been convicted before
qqG96G8YdcE_2719920,2719.92,4.24,be convicted probably numerous other times should have been convicted before but his Justice apartment let the statute of limitations lapse on the most important things but he could be a,but his Justice apartment let the
qqG96G8YdcE_2722160,2722.16,3.84,times should have been convicted before but his Justice apartment let the statute of limitations lapse on the most important things but he could be a convicted felon soon as he gets out of,statute of limitations lapse on the most
qqG96G8YdcE_2724160,2724.16,3.6,but his Justice apartment let the statute of limitations lapse on the most important things but he could be a convicted felon soon as he gets out of office Joe could be a convicted fellon,important things but he could be a
qqG96G8YdcE_2726000,2726.0,3.48,statute of limitations lapse on the most important things but he could be a convicted felon soon as he gets out of office Joe could be a convicted fellon with all of the things that he's done,convicted felon soon as he gets out of
qqG96G8YdcE_2727760,2727.76,3.72,important things but he could be a convicted felon soon as he gets out of office Joe could be a convicted fellon with all of the things that he's done he's done horrible things all of the,office Joe could be a convicted fellon
qqG96G8YdcE_2729480,2729.48,3.92,convicted felon soon as he gets out of office Joe could be a convicted fellon with all of the things that he's done he's done horrible things all of the death caused at the the Border uh,with all of the things that he's done
qqG96G8YdcE_2731480,2731.48,4.32,office Joe could be a convicted fellon with all of the things that he's done he's done horrible things all of the death caused at the the Border uh telling the Ukrainian people that we're,he's done horrible things all of the
qqG96G8YdcE_2733400,2733.4,4.959,with all of the things that he's done he's done horrible things all of the death caused at the the Border uh telling the Ukrainian people that we're going to want a billion dollars or you,death caused at the the Border uh
qqG96G8YdcE_2735800,2735.8,3.88,he's done horrible things all of the death caused at the the Border uh telling the Ukrainian people that we're going to want a billion dollars or you change the prosecutor otherwise you're,telling the Ukrainian people that we're
qqG96G8YdcE_2738359,2738.359,3.361,death caused at the the Border uh telling the Ukrainian people that we're going to want a billion dollars or you change the prosecutor otherwise you're not getting a billion dollars if I ever,going to want a billion dollars or you
qqG96G8YdcE_2739680,2739.68,3.76,telling the Ukrainian people that we're going to want a billion dollars or you change the prosecutor otherwise you're not getting a billion dollars if I ever said that that's quid proquo that we're,change the prosecutor otherwise you're
qqG96G8YdcE_2741720,2741.72,5.28,going to want a billion dollars or you change the prosecutor otherwise you're not getting a billion dollars if I ever said that that's quid proquo that we're not going to do anything we're not going,not getting a billion dollars if I ever
qqG96G8YdcE_2743440,2743.44,5.2,change the prosecutor otherwise you're not getting a billion dollars if I ever said that that's quid proquo that we're not going to do anything we're not going to give you a billion dollars unless you,said that that's quid proquo that we're
qqG96G8YdcE_2747000,2747.0,3.0,not getting a billion dollars if I ever said that that's quid proquo that we're not going to do anything we're not going to give you a billion dollars unless you change your prosecutor having to do with,not going to do anything we're not going
qqG96G8YdcE_2748640,2748.64,3.04,said that that's quid proquo that we're not going to do anything we're not going to give you a billion dollars unless you change your prosecutor having to do with his son this man is a criminal this man,to give you a billion dollars unless you
qqG96G8YdcE_2750000,2750.0,4.72,not going to do anything we're not going to give you a billion dollars unless you change your prosecutor having to do with his son this man is a criminal this man you're lucky you're lucky I did nothing,change your prosecutor having to do with
qqG96G8YdcE_2751680,2751.68,5.48,to give you a billion dollars unless you change your prosecutor having to do with his son this man is a criminal this man you're lucky you're lucky I did nothing wrong we'd have a system that was rigged,his son this man is a criminal this man
qqG96G8YdcE_2754720,2754.72,4.839,change your prosecutor having to do with his son this man is a criminal this man you're lucky you're lucky I did nothing wrong we'd have a system that was rigged and disgusting I did nothing wrong thank,you're lucky you're lucky I did nothing
qqG96G8YdcE_2757160,2757.16,4.52,his son this man is a criminal this man you're lucky you're lucky I did nothing wrong we'd have a system that was rigged and disgusting I did nothing wrong thank you president Trump President Biden you,wrong we'd have a system that was rigged
qqG96G8YdcE_2759559,2759.559,3.841,you're lucky you're lucky I did nothing wrong we'd have a system that was rigged and disgusting I did nothing wrong thank you president Trump President Biden you have said I'm coming right to you sir,and disgusting I did nothing wrong thank
qqG96G8YdcE_2761680,2761.68,3.8,wrong we'd have a system that was rigged and disgusting I did nothing wrong thank you president Trump President Biden you have said I'm coming right to you sir you well you want to respond go ahead,you president Trump President Biden you
qqG96G8YdcE_2763400,2763.4,3.76,and disgusting I did nothing wrong thank you president Trump President Biden you have said I'm coming right to you sir you well you want to respond go ahead I'll give you a minute to respond the,have said I'm coming right to you sir
qqG96G8YdcE_2765480,2765.48,3.8,you president Trump President Biden you have said I'm coming right to you sir you well you want to respond go ahead I'll give you a minute to respond the idea that I did anything wrong relative,you well you want to respond go ahead
qqG96G8YdcE_2767160,2767.16,5.04,have said I'm coming right to you sir you well you want to respond go ahead I'll give you a minute to respond the idea that I did anything wrong relative to what you're talking about is,I'll give you a minute to respond the
qqG96G8YdcE_2769280,2769.28,4.039,you well you want to respond go ahead I'll give you a minute to respond the idea that I did anything wrong relative to what you're talking about is outrageous it's simply a lie number one,idea that I did anything wrong relative
qqG96G8YdcE_2772200,2772.2,4.2,I'll give you a minute to respond the idea that I did anything wrong relative to what you're talking about is outrageous it's simply a lie number one number two the idea that you have a,to what you're talking about is
qqG96G8YdcE_2773319,2773.319,5.28,idea that I did anything wrong relative to what you're talking about is outrageous it's simply a lie number one number two the idea that you have a right to seek retribution against any,outrageous it's simply a lie number one
qqG96G8YdcE_2776400,2776.4,4.08,to what you're talking about is outrageous it's simply a lie number one number two the idea that you have a right to seek retribution against any American just because your president is,number two the idea that you have a
qqG96G8YdcE_2778599,2778.599,4.401,outrageous it's simply a lie number one number two the idea that you have a right to seek retribution against any American just because your president is wrong is simply wrong no president's,right to seek retribution against any
qqG96G8YdcE_2780480,2780.48,4.56,number two the idea that you have a right to seek retribution against any American just because your president is wrong is simply wrong no president's ever spoken like that before no present,American just because your president is
qqG96G8YdcE_2783000,2783.0,4.28,right to seek retribution against any American just because your president is wrong is simply wrong no president's ever spoken like that before no present in our history has spoken like that,wrong is simply wrong no president's
qqG96G8YdcE_2785040,2785.04,3.6,American just because your president is wrong is simply wrong no president's ever spoken like that before no present in our history has spoken like that before number three the crimes that you,ever spoken like that before no present
qqG96G8YdcE_2787280,2787.28,4.36,wrong is simply wrong no president's ever spoken like that before no present in our history has spoken like that before number three the crimes that you are still charged with and think of all,in our history has spoken like that
qqG96G8YdcE_2788640,2788.64,4.679,ever spoken like that before no present in our history has spoken like that before number three the crimes that you are still charged with and think of all the Civil penalties you have how many,before number three the crimes that you
qqG96G8YdcE_2791640,2791.64,3.52,in our history has spoken like that before number three the crimes that you are still charged with and think of all the Civil penalties you have how many billions of dollars do you owe in civil,are still charged with and think of all
qqG96G8YdcE_2793319,2793.319,3.401,before number three the crimes that you are still charged with and think of all the Civil penalties you have how many billions of dollars do you owe in civil penalties for for molesting a woman in,the Civil penalties you have how many
qqG96G8YdcE_2795160,2795.16,4.28,are still charged with and think of all the Civil penalties you have how many billions of dollars do you owe in civil penalties for for molesting a woman in public for doing a whole range of things,billions of dollars do you owe in civil
qqG96G8YdcE_2796720,2796.72,5.56,the Civil penalties you have how many billions of dollars do you owe in civil penalties for for molesting a woman in public for doing a whole range of things of having sex with a porn star on the,penalties for for molesting a woman in
qqG96G8YdcE_2799440,2799.44,5.6,billions of dollars do you owe in civil penalties for for molesting a woman in public for doing a whole range of things of having sex with a porn star on the night while your wife was pregnant I,public for doing a whole range of things
qqG96G8YdcE_2802280,2802.28,5.279,penalties for for molesting a woman in public for doing a whole range of things of having sex with a porn star on the night while your wife was pregnant I mean what what are you talking about you,of having sex with a porn star on the
qqG96G8YdcE_2805040,2805.04,5.64,public for doing a whole range of things of having sex with a porn star on the night while your wife was pregnant I mean what what are you talking about you you have the morals of an,night while your wife was pregnant I
qqG96G8YdcE_2807559,2807.559,4.721,of having sex with a porn star on the night while your wife was pregnant I mean what what are you talking about you you have the morals of an alleycat give you a minute sir I didn't,mean what what are you talking about you
qqG96G8YdcE_2810680,2810.68,3.8,night while your wife was pregnant I mean what what are you talking about you you have the morals of an alleycat give you a minute sir I didn't have sex with a porn star number one,you have the morals of an
qqG96G8YdcE_2812280,2812.28,4.72,mean what what are you talking about you you have the morals of an alleycat give you a minute sir I didn't have sex with a porn star number one number two that was a case that was,alleycat give you a minute sir I didn't
qqG96G8YdcE_2814480,2814.48,4.2,you have the morals of an alleycat give you a minute sir I didn't have sex with a porn star number one number two that was a case that was started and moved they moved a,have sex with a porn star number one
qqG96G8YdcE_2817000,2817.0,4.4,alleycat give you a minute sir I didn't have sex with a porn star number one number two that was a case that was started and moved they moved a high-ranking official a doj into the,number two that was a case that was
qqG96G8YdcE_2818680,2818.68,4.919,have sex with a porn star number one number two that was a case that was started and moved they moved a high-ranking official a doj into the Manhattan DA's office to start that case,started and moved they moved a
qqG96G8YdcE_2821400,2821.4,5.08,number two that was a case that was started and moved they moved a high-ranking official a doj into the Manhattan DA's office to start that case that case is going to be appealed in one,high-ranking official a doj into the
qqG96G8YdcE_2823599,2823.599,5.161,started and moved they moved a high-ranking official a doj into the Manhattan DA's office to start that case that case is going to be appealed in one we had a very terrible judge a horrible,Manhattan DA's office to start that case
qqG96G8YdcE_2826480,2826.48,5.44,high-ranking official a doj into the Manhattan DA's office to start that case that case is going to be appealed in one we had a very terrible judge a horrible judge Democrat the prosecutor were all,that case is going to be appealed in one
qqG96G8YdcE_2828760,2828.76,6.24,Manhattan DA's office to start that case that case is going to be appealed in one we had a very terrible judge a horrible judge Democrat the prosecutor were all high ranking Democrats appointed people,we had a very terrible judge a horrible
qqG96G8YdcE_2831920,2831.92,5.84,that case is going to be appealed in one we had a very terrible judge a horrible judge Democrat the prosecutor were all high ranking Democrats appointed people and the both the civil and the criminal,judge Democrat the prosecutor were all
qqG96G8YdcE_2835000,2835.0,6.0,we had a very terrible judge a horrible judge Democrat the prosecutor were all high ranking Democrats appointed people and the both the civil and the criminal he basically went after his political,high ranking Democrats appointed people
qqG96G8YdcE_2837760,2837.76,5.52,judge Democrat the prosecutor were all high ranking Democrats appointed people and the both the civil and the criminal he basically went after his political opponent because he thought it was going,and the both the civil and the criminal
qqG96G8YdcE_2841000,2841.0,3.88,high ranking Democrats appointed people and the both the civil and the criminal he basically went after his political opponent because he thought it was going to damage me but when the public found,he basically went after his political
qqG96G8YdcE_2843280,2843.28,3.44,and the both the civil and the criminal he basically went after his political opponent because he thought it was going to damage me but when the public found out out about these cases because they,opponent because he thought it was going
qqG96G8YdcE_2844880,2844.88,3.6,he basically went after his political opponent because he thought it was going to damage me but when the public found out out about these cases because they understand them better than he does he,to damage me but when the public found
qqG96G8YdcE_2846720,2846.72,2.839,opponent because he thought it was going to damage me but when the public found out out about these cases because they understand them better than he does he has no idea what these cases are but,out out about these cases because they
qqG96G8YdcE_2848480,2848.48,3.0,to damage me but when the public found out out about these cases because they understand them better than he does he has no idea what these cases are but when he when they found out about these,understand them better than he does he
qqG96G8YdcE_2849559,2849.559,3.641,out out about these cases because they understand them better than he does he has no idea what these cases are but when he when they found out about these cases you know what they did my poll,has no idea what these cases are but
qqG96G8YdcE_2851480,2851.48,3.44,understand them better than he does he has no idea what these cases are but when he when they found out about these cases you know what they did my poll numbers went up way up you know that,when he when they found out about these
qqG96G8YdcE_2853200,2853.2,3.32,has no idea what these cases are but when he when they found out about these cases you know what they did my poll numbers went up way up you know that because you're reporting it and we took,cases you know what they did my poll
qqG96G8YdcE_2854920,2854.92,3.32,when he when they found out about these cases you know what they did my poll numbers went up way up you know that because you're reporting it and we took in more money in the last two weeks than,numbers went up way up you know that
qqG96G8YdcE_2856520,2856.52,3.96,cases you know what they did my poll numbers went up way up you know that because you're reporting it and we took in more money in the last two weeks than we've ever taken in in the history of of,because you're reporting it and we took
qqG96G8YdcE_2858240,2858.24,4.72,numbers went up way up you know that because you're reporting it and we took in more money in the last two weeks than we've ever taken in in the history of of any campaign I don't think any campaign,in more money in the last two weeks than
qqG96G8YdcE_2860480,2860.48,4.639,because you're reporting it and we took in more money in the last two weeks than we've ever taken in in the history of of any campaign I don't think any campaign has ever taken hundreds of millions of,we've ever taken in in the history of of
qqG96G8YdcE_2862960,2862.96,4.72,in more money in the last two weeks than we've ever taken in in the history of of any campaign I don't think any campaign has ever taken hundreds of millions of dollars came pouring in because the,any campaign I don't think any campaign
qqG96G8YdcE_2865119,2865.119,4.521,we've ever taken in in the history of of any campaign I don't think any campaign has ever taken hundreds of millions of dollars came pouring in because the public knows it's a scam and it's a guy,has ever taken hundreds of millions of
qqG96G8YdcE_2867680,2867.68,4.48,any campaign I don't think any campaign has ever taken hundreds of millions of dollars came pouring in because the public knows it's a scam and it's a guy that's after his political opponent,dollars came pouring in because the
qqG96G8YdcE_2869640,2869.64,4.08,has ever taken hundreds of millions of dollars came pouring in because the public knows it's a scam and it's a guy that's after his political opponent because he can't win fair and square,public knows it's a scam and it's a guy
qqG96G8YdcE_2872160,2872.16,3.56,dollars came pouring in because the public knows it's a scam and it's a guy that's after his political opponent because he can't win fair and square thank you president Trump president,that's after his political opponent
qqG96G8YdcE_2873720,2873.72,3.32,public knows it's a scam and it's a guy that's after his political opponent because he can't win fair and square thank you president Trump president Biden you have said quote Donald Trump,because he can't win fair and square
qqG96G8YdcE_2875720,2875.72,3.48,that's after his political opponent because he can't win fair and square thank you president Trump president Biden you have said quote Donald Trump and his magga Republicans are determined,thank you president Trump president
qqG96G8YdcE_2877040,2877.04,4.559,because he can't win fair and square thank you president Trump president Biden you have said quote Donald Trump and his magga Republicans are determined to destroy American democracy do you,Biden you have said quote Donald Trump
qqG96G8YdcE_2879200,2879.2,5.119,thank you president Trump president Biden you have said quote Donald Trump and his magga Republicans are determined to destroy American democracy do you believe that the tens of millions of,and his magga Republicans are determined
qqG96G8YdcE_2881599,2881.599,4.441,Biden you have said quote Donald Trump and his magga Republicans are determined to destroy American democracy do you believe that the tens of millions of Americans who are likely to vote for,to destroy American democracy do you
qqG96G8YdcE_2884319,2884.319,3.721,and his magga Republicans are determined to destroy American democracy do you believe that the tens of millions of Americans who are likely to vote for president Trump will be voting against,believe that the tens of millions of
qqG96G8YdcE_2886040,2886.04,4.519,to destroy American democracy do you believe that the tens of millions of Americans who are likely to vote for president Trump will be voting against American democracy the more they know,Americans who are likely to vote for
qqG96G8YdcE_2888040,2888.04,5.039,believe that the tens of millions of Americans who are likely to vote for president Trump will be voting against American democracy the more they know about what he's done yes the more they,president Trump will be voting against
qqG96G8YdcE_2890559,2890.559,5.0,Americans who are likely to vote for president Trump will be voting against American democracy the more they know about what he's done yes the more they know about what he's done and there's a,American democracy the more they know
qqG96G8YdcE_2893079,2893.079,4.48,president Trump will be voting against American democracy the more they know about what he's done yes the more they know about what he's done and there's a lot more coming he's got a lot of cases,about what he's done yes the more they
qqG96G8YdcE_2895559,2895.559,3.721,American democracy the more they know about what he's done yes the more they know about what he's done and there's a lot more coming he's got a lot of cases around the road coming around he's got,know about what he's done and there's a
qqG96G8YdcE_2897559,2897.559,3.881,about what he's done yes the more they know about what he's done and there's a lot more coming he's got a lot of cases around the road coming around he's got he's got a whole range of issues he has,lot more coming he's got a lot of cases
qqG96G8YdcE_2899280,2899.28,4.44,know about what he's done and there's a lot more coming he's got a lot of cases around the road coming around he's got he's got a whole range of issues he has to face I don't know what the juries,around the road coming around he's got
qqG96G8YdcE_2901440,2901.44,4.0,lot more coming he's got a lot of cases around the road coming around he's got he's got a whole range of issues he has to face I don't know what the juries will do but I knew and I do know he has,he's got a whole range of issues he has
qqG96G8YdcE_2903720,2903.72,3.839,around the road coming around he's got he's got a whole range of issues he has to face I don't know what the juries will do but I knew and I do know he has a real problem and so the fact that,to face I don't know what the juries
qqG96G8YdcE_2905440,2905.44,4.879,he's got a whole range of issues he has to face I don't know what the juries will do but I knew and I do know he has a real problem and so the fact that could you ever think you hear any,will do but I knew and I do know he has
qqG96G8YdcE_2907559,2907.559,4.081,to face I don't know what the juries will do but I knew and I do know he has a real problem and so the fact that could you ever think you hear any president say that I'm going to seek,a real problem and so the fact that
qqG96G8YdcE_2910319,2910.319,3.24,will do but I knew and I do know he has a real problem and so the fact that could you ever think you hear any president say that I'm going to seek retribution you ever hear any president,could you ever think you hear any
qqG96G8YdcE_2911640,2911.64,4.12,a real problem and so the fact that could you ever think you hear any president say that I'm going to seek retribution you ever hear any president say that I thought Hitler had some good,president say that I'm going to seek
qqG96G8YdcE_2913559,2913.559,4.201,could you ever think you hear any president say that I'm going to seek retribution you ever hear any president say that I thought Hitler had some good ideas what got me involved to run the,retribution you ever hear any president
qqG96G8YdcE_2915760,2915.76,4.079,president say that I'm going to seek retribution you ever hear any president say that I thought Hitler had some good ideas what got me involved to run the first place after my son had died I,say that I thought Hitler had some good
qqG96G8YdcE_2917760,2917.76,3.68,retribution you ever hear any president say that I thought Hitler had some good ideas what got me involved to run the first place after my son had died I decided in Iraq because of Iraq I said I,ideas what got me involved to run the
qqG96G8YdcE_2919839,2919.839,4.561,say that I thought Hitler had some good ideas what got me involved to run the first place after my son had died I decided in Iraq because of Iraq I said I wasn't going to run again until I saw,first place after my son had died I
qqG96G8YdcE_2921440,2921.44,5.0,ideas what got me involved to run the first place after my son had died I decided in Iraq because of Iraq I said I wasn't going to run again until I saw what happened in Charlottesville,decided in Iraq because of Iraq I said I
qqG96G8YdcE_2924400,2924.4,3.159,first place after my son had died I decided in Iraq because of Iraq I said I wasn't going to run again until I saw what happened in Charlottesville Virginia people coming out of the woods,wasn't going to run again until I saw
qqG96G8YdcE_2926440,2926.44,3.2,decided in Iraq because of Iraq I said I wasn't going to run again until I saw what happened in Charlottesville Virginia people coming out of the woods carrying swastikas on torches torches,what happened in Charlottesville
qqG96G8YdcE_2927559,2927.559,5.361,wasn't going to run again until I saw what happened in Charlottesville Virginia people coming out of the woods carrying swastikas on torches torches and and singing the same anti-semitic B,Virginia people coming out of the woods
qqG96G8YdcE_2929640,2929.64,5.76,what happened in Charlottesville Virginia people coming out of the woods carrying swastikas on torches torches and and singing the same anti-semitic B they sang when,carrying swastikas on torches torches
qqG96G8YdcE_2932920,2932.92,4.399,Virginia people coming out of the woods carrying swastikas on torches torches and and singing the same anti-semitic B they sang when back in Germany and what did and the,and and singing the same anti-semitic B
qqG96G8YdcE_2935400,2935.4,4.08,carrying swastikas on torches torches and and singing the same anti-semitic B they sang when back in Germany and what did and the young woman got killed they spoke to the,they sang when
qqG96G8YdcE_2937319,2937.319,3.721,and and singing the same anti-semitic B they sang when back in Germany and what did and the young woman got killed they spoke to the mother and she they asked him they said,back in Germany and what did and the
qqG96G8YdcE_2939480,2939.48,4.56,they sang when back in Germany and what did and the young woman got killed they spoke to the mother and she they asked him they said what what do you think of those people,young woman got killed they spoke to the
qqG96G8YdcE_2941040,2941.04,4.88,back in Germany and what did and the young woman got killed they spoke to the mother and she they asked him they said what what do you think of those people the people who the ones who got killed,mother and she they asked him they said
qqG96G8YdcE_2944040,2944.04,3.48,young woman got killed they spoke to the mother and she they asked him they said what what do you think of those people the people who the ones who got killed the one who tried to stop it and the on,what what do you think of those people
qqG96G8YdcE_2945920,2945.92,3.399,mother and she they asked him they said what what do you think of those people the people who the ones who got killed the one who tried to stop it and the on he said I think they're fine people on,the people who the ones who got killed
qqG96G8YdcE_2947520,2947.52,3.64,what what do you think of those people the people who the ones who got killed the one who tried to stop it and the on he said I think they're fine people on both sides what American president would,the one who tried to stop it and the on
qqG96G8YdcE_2949319,2949.319,5.441,the people who the ones who got killed the one who tried to stop it and the on he said I think they're fine people on both sides what American president would ever say Nazis coming out of fields,he said I think they're fine people on
qqG96G8YdcE_2951160,2951.16,6.159,the one who tried to stop it and the on he said I think they're fine people on both sides what American president would ever say Nazis coming out of fields carrying torches singing the same,both sides what American president would
qqG96G8YdcE_2954760,2954.76,5.039,he said I think they're fine people on both sides what American president would ever say Nazis coming out of fields carrying torches singing the same anti-semitic B carrying swastikas were,ever say Nazis coming out of fields
qqG96G8YdcE_2957319,2957.319,5.8,both sides what American president would ever say Nazis coming out of fields carrying torches singing the same anti-semitic B carrying swastikas were fine people this is the guy who says,carrying torches singing the same
qqG96G8YdcE_2959799,2959.799,5.56,ever say Nazis coming out of fields carrying torches singing the same anti-semitic B carrying swastikas were fine people this is the guy who says Hitler's done some good things I like to,anti-semitic B carrying swastikas were
qqG96G8YdcE_2963119,2963.119,4.321,carrying torches singing the same anti-semitic B carrying swastikas were fine people this is the guy who says Hitler's done some good things I like to know what they are the good things,fine people this is the guy who says
qqG96G8YdcE_2965359,2965.359,3.72,anti-semitic B carrying swastikas were fine people this is the guy who says Hitler's done some good things I like to know what they are the good things Hitler's done that's what he said this,Hitler's done some good things I like to
qqG96G8YdcE_2967440,2967.44,3.56,fine people this is the guy who says Hitler's done some good things I like to know what they are the good things Hitler's done that's what he said this guy has no sense of American,know what they are the good things
qqG96G8YdcE_2969079,2969.079,4.121,Hitler's done some good things I like to know what they are the good things Hitler's done that's what he said this guy has no sense of American democracy president Trump Jake both of,Hitler's done that's what he said this
qqG96G8YdcE_2971000,2971.0,4.96,know what they are the good things Hitler's done that's what he said this guy has no sense of American democracy president Trump Jake both of you know that story has been totally,guy has no sense of American
qqG96G8YdcE_2973200,2973.2,4.919,Hitler's done that's what he said this guy has no sense of American democracy president Trump Jake both of you know that story has been totally wiped out because when you see the,democracy president Trump Jake both of
qqG96G8YdcE_2975960,2975.96,4.04,guy has no sense of American democracy president Trump Jake both of you know that story has been totally wiped out because when you see the sentence it said 100% exoneration on,you know that story has been totally
qqG96G8YdcE_2978119,2978.119,5.48,democracy president Trump Jake both of you know that story has been totally wiped out because when you see the sentence it said 100% exoneration on that so he just keeps it going he says,wiped out because when you see the
qqG96G8YdcE_2980000,2980.0,5.04,you know that story has been totally wiped out because when you see the sentence it said 100% exoneration on that so he just keeps it going he says he ran because of Charlottesville he,sentence it said 100% exoneration on
qqG96G8YdcE_2983599,2983.599,3.24,wiped out because when you see the sentence it said 100% exoneration on that so he just keeps it going he says he ran because of Charlottesville he didn't run because of Charlottesville he,that so he just keeps it going he says
qqG96G8YdcE_2985040,2985.04,3.519,sentence it said 100% exoneration on that so he just keeps it going he says he ran because of Charlottesville he didn't run because of Charlottesville he ran because it was his last chance it,he ran because of Charlottesville he
qqG96G8YdcE_2986839,2986.839,4.441,that so he just keeps it going he says he ran because of Charlottesville he didn't run because of Charlottesville he ran because it was his last chance it he's not equipped to be president you,didn't run because of Charlottesville he
